Nom Com,Code Iris,Classement de SCORE GLOBAL region 1,Nom Iris,Population,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,,DEPARTEMENTS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,REGIONS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES
Acq,620070000,47 297,Acq,752,65,127,36,60,66,66,64,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acqueville,140020000,42 365,Acqueville,190,75,100,58,86,74,72,78,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acquigny,270030000,32 558,Acquigny,1 531,84,117,73,86,79,88,81,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acquin-Westbécourt,620080000,43 580,Acquin-Westbécourt,814,73,103,51,98,69,68,79,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acy,20030000,25 154,Acy,1 008,91,111,88,63,97,95,86,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acy-en-Multien,600050000,38 374,Acy-en-Multien,842,79,117,50,80,89,73,86,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Acy-Romance,80010000,20 321,Acy-Romance,435,95,111,71,84,117,84,106,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adaincourt,570070000,43 995,Adaincourt,127,73,96,80,48,65,86,60,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adainville,780060000,27 133,Adainville,765,89,120,69,68,104,86,92,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adam-lès-Passavant,250060000,44 175,Adam-lès-Passavant,91,72,0,80,94,90,53,91,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adam-lès-Vercel,250070000,48 106,Adam-lès-Vercel,102,60,100,22,110,54,48,73,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adamswiller,670020000,27 532,Adamswiller,377,89,102,66,81,109,78,99,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adast,650010000,21 012,Adast,292,94,102,97,66,102,99,90,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adé,650020000,27 122,Adé,801,89,105,74,78,101,84,94,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adelange,570080000,30 043,Adelange,210,87,98,70,72,104,80,94,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adelans-et-le-Val-de-Bithaine,700040000,42 718,Adelans-et-le-Val-de-Bithaine,296,74,97,29,97,97,52,97,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adervielle-Pouchergues,650030000,46 177,Adervielle-Pouchergues,129,68,101,76,56,51,84,53,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adilly,790020000,45 797,Adilly,302,69,99,49,62,78,66,72,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adinfer,620090000,30 219,Adinfer,256,86,119,91,66,76,100,72,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adissan,340020000,33 495,Adissan,1 183,84,91,83,85,80,86,82,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adon,450010000,42 598,Adon,228,75,106,23,88,104,51,98,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Adriers,860010000,16 803,Adriers,723,99,86,56,74,159,66,131,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Afa,2A0010000,29 643,Afa,3 132,87,124,70,98,80,88,86,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Affieux,190010000,13 161,Affieux,364,103,97,83,66,144,88,118,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Affléville,540040000,31 735,Affléville,179,85,93,59,106,96,71,100,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Affoux,690010000,47 389,Affoux,358,64,101,35,78,68,57,71,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Affracourt,540050000,10 358,Affracourt,110,107,106,104,82,122,105,108,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Affringues,620100000,29 769,Affringues,226,87,107,71,80,96,83,91,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agassac,310010000,31 215,Agassac,115,86,0,130,76,89,86,85,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030301,18 622,Le Grau d'Agde,5 252,97,92,85,61,128,88,106,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030201,7 726,Le Cap d'Agde,3 465,111,92,116,47,148,108,114,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030110,18 564,Le Golf-Mont Saint-Loup,1 547,97,92,76,78,129,82,112,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030109,11 944,Route de Sète,2 323,104,92,105,71,126,101,108,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030108,33 391,Zone Agricole Nord,512,84,92,61,106,91,71,96,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030106,14 501,Zone Industrielle,2 222,101,92,87,77,131,89,113,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030104,9 410,Coopérative,2 808,108,92,95,78,144,94,122,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030103,5 688,Les Cayrets,4 787,115,92,128,100,122,116,115,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030102,2 504,Mirabel,2 576,125,92,146,86,141,128,122,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agde,340030101,1 799,Vielle Ville-Pérou-Gare,2 189,129,92,167,107,120,142,116,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agel,340040000,29 257,Agel,227,87,76,84,41,119,81,93,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010115,108,Nord Urbain 2,2 274,158,85,233,195,100,184,132,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010114,733,Centre Urbain 2,2 208,138,85,206,146,93,165,111,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010113,1 001,Canton Sud Est,2 012,135,85,181,168,98,149,121,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010112,1 357,Nord Est Urbain,1 829,132,85,158,94,149,134,130,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010111,5 944,Montanou,1 735,115,85,113,127,125,104,125,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010110,6 922,Nord Est Diffus,2 633,113,85,134,156,83,118,107,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010109,8 768,Ermitage Les Iles,1 702,109,85,129,101,105,115,104,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010108,2 419,Nord Urbain 1,2 031,126,85,167,186,74,140,111,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010107,5 071,Ouest Urbain,2 613,117,85,164,139,75,138,96,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010106,8 900,Zac Agen Sud,364,109,85,138,190,52,120,98,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010105,5 156,Centre Sud,4 604,117,85,126,191,85,112,121,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010104,2 240,Tapie Rodrigues,1 895,127,85,179,96,110,147,106,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010103,838,Centre Pavillonaire,2 675,137,85,193,152,99,157,117,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010102,4 038,Centre Peri-Urbain,2 789,120,85,157,125,96,133,106,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen,470010101,731,Centre Urbain 1,2 205,138,85,193,173,92,157,119,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agencourt,210010000,35 513,Agencourt,455,82,116,38,94,103,64,100,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agen-d'Aveyron,120010000,43 203,Agen-d'Aveyron,1 053,74,113,52,73,76,72,75,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agenville,800050000,29 524,Agenville,95,87,0,105,82,115,70,104,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agenvillers,800060000,28 483,Agenvillers,218,88,109,71,91,93,83,92,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ageville,520010000,39 791,Ageville,309,78,92,48,70,104,63,93,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agey,210020000,43 575,Agey,287,73,111,50,57,85,71,76,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aghione,2B0020000,23 409,Aghione,238,92,73,94,97,98,87,98,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agincourt,540060000,38 489,Agincourt,438,79,122,58,83,77,79,79,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agmé,470020000,11 646,Agmé,104,105,117,71,81,145,86,124,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnac,470030000,15 924,Agnac,424,100,95,78,51,147,84,115,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnat,430010000,15 787,Agnat,187,100,86,81,71,139,83,117,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agneaux,500020000,15 400,Agneaux,4 010,100,113,91,84,111,98,102,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnetz,600070000,38 231,Agnetz,3 050,79,129,60,83,71,83,75,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnez-lès-Duisans,620110000,23 994,Agnez-lès-Duisans,649,92,121,78,76,98,92,91,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnicourt-et-Séchelles,20040000,28 795,Agnicourt-et-Séchelles,179,88,93,45,93,124,61,114,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnières,620120000,44 339,Agnières,247,72,123,62,62,62,82,62,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnin,380030000,45 856,Agnin,1 100,69,103,28,81,87,53,85,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agnos,640070000,41 186,Agnos,1 001,76,111,63,82,69,79,73,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agny,620130000,35 481,Agny,1 931,82,112,73,77,79,86,78,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agonac,240020000,35 621,Agonac,1 755,82,101,61,67,100,75,89,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agon-Coutainville,500030000,8 356,Agon-Coutainville,2 795,110,116,91,45,159,99,121,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agonès,340050000,17 149,Agonès,257,98,108,115,84,84,113,84,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agonges,30020000,20 557,Agonges,312,95,91,96,73,107,94,96,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Agos-Vidalos,650040000,35 325,Agos-Vidalos,425,82,109,60,66,98,77,88,,AIN,96.03904555,94.68112798,91.89154013,95.10845987,101.3036876,92.8329718,99.22559653,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
